Timestamp,LeftPositionX,LeftPositionY,LeftPositionZ,LeftRotationX,LeftRotationY,LeftRotationZ,LeftRotationW,LeftVelocityX,LeftVelocityY,LeftVelocityZ,LeftAngularVelocityX,LeftAngularVelocityY,LeftAngularVelocityZ,LeftAccelerationX,LeftAccelerationY,LeftAccelerationZ,LeftAngularAccelerationX,LeftAngularAccelerationY,LeftAngularAccelerationZ,RightPositionX,RightPositionY,RightPositionZ,RightRotationX,RightRotationY,RightRotationZ,RightRotationW,RightVelocityX,RightVelocityY,RightVelocityZ,RightAngularVelocityX,RightAngularVelocityY,RightAngularVelocityZ,RightAccelerationX,RightAccelerationY,RightAccelerationZ,RightAngularAccelerationX,RightAngularAccelerationY,RightAngularAccelerationZ,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW,HMDVelocityX,HMDVelocityY,HMDVelocityZ,HMDAngularVelocityX,HMDAngularVelocityY,HMDAngularVelocityZ,HMDAccelerationX,HMDAccelerationY,HMDAccelerationZ,HMDAngularAccelerationX,HMDAngularAccelerationY,HMDAngularAccelerationZ,LeftEyePositionX,LeftEyePositionY,LeftEyePositionZ,LeftEyeRotationX,LeftEyeRotationY,LeftEyeRotationZ,LeftEyeRotationW,LeftEyeVelocityX,LeftEyeVelocityY,LeftEyeVelocityZ,LeftEyeAngularVelocityX,LeftEyeAngularVelocityY,LeftEyeAngularVelocityZ,LeftEyeAccelerationX,LeftEyeAccelerationY,LeftEyeAccelerationZ,LeftEyeAngularAccelerationX,LeftEyeAngularAccelerationY,LeftEyeAngularAccelerationZ,RightEyePositionX,RightEyePositionY,RightEyePositionZ,RightEyeRotationX,RightEyeRotationY,RightEyeRotationZ,RightEyeRotationW,RightEyeVelocityX,RightEyeVelocityY,RightEyeVelocityZ,RightEyeAngularVelocityX,RightEyeAngularVelocityY,RightEyeAngularVelocityZ,RightEyeAccelerationX,RightEyeAccelerationY,RightEyeAccelerationZ,RightEyeAngularAccelerationX,RightEyeAngularAccelerationY,RightEyeAngularAccelerationZ,CenterEyePositionX,CenterEyePositionY,CenterEyePositionZ,CenterEyeRotationX,CenterEyeRotationY,CenterEyeRotationZ,CenterEyeRotationW,CenterEyeVelocityX,CenterEyeVelocityY,CenterEyeVelocityZ,CenterEyeAngularVelocityX,CenterEyeAngularVelocityY,CenterEyeAngularVelocityZ,CenterEyeAccelerationX,CenterEyeAccelerationY,CenterEyeAccelerationZ,CenterEyeAngularAccelerationX,CenterEyeAngularAccelerationY,CenterEyeAngularAccelerationZ,PrimaryButtonStateLeft,SecondaryButtonStateLeft,PrimaryTouchStateLeft,SecondaryTouchStateLeft,PrimaryButtonStateRight,SecondaryButtonStateRight,PrimaryTouchStateRight,SecondaryTouchStateRight,TriggerValueLeft,GripValueLeft,TriggerValueRight,GripValueRight
0.02000046,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09239539,-0.3778829,0.2303936,0.04704677,0.06167722,-0.0113401,0.9969223,-0.05446559,-0.03525141,0.009508993,-0.08136826,0.3485906,0.06802218,0,0,0,0,0,0,0.001645654,0.005279165,0.009389156,-0.1229433,0.1106975,0.0176025,0.9860635,-0.002548284,0.01607527,-0.01892045,0.1254213,-0.1801957,-0.01718457,-0.01400158,-0.1975283,0.07510544,-1.649101,0.6418409,0.7107484,0.001645654,0.005279165,0.009389156,-0.1229433,0.1106975,0.0176025,0.9860635,-0.002548284,0.01607527,-0.01892045,0.1254213,-0.1801957,-0.01718457,-0.01400158,-0.1975283,0.07510544,-1.649101,0.6418409,0.7107484,0.001645654,0.005279165,0.009389156,-0.1229433,0.1106975,0.0176025,0.9860635,-0.002548284,0.01607527,-0.01892045,0.1254213,-0.1801957,-0.01718457,-0.01400158,-0.1975283,0.07510544,-1.649101,0.6418409,0.7107484,0.001645654,0.005279165,0.009389156,-0.1229433,0.1106975,0.0176025,0.9860635,-0.002548284,0.01607527,-0.01892045,0.1254213,-0.1801957,-0.01718457,-0.01400158,-0.1975283,0.07510544,-1.649101,0.6418409,0.7107484,False,False,False,False,False,False,True,False,0,0,0,0
0.04000092,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.09135088,-0.3787989,0.2299753,0.04528957,0.06203921,-0.008944253,0.9970055,-0.05188575,-0.03453023,0.001559019,-0.002532581,0.2338209,-0.02074726,0,0,0,0,0,0,0.001715506,0.005353758,0.009040968,-0.1229974,0.1134165,0.0175463,0.9857487,-0.00195431,0.01085657,-0.0170469,0.08315044,-0.1813418,-0.001306143,0.02969803,-0.2609289,0.09367522,-2.113496,-0.05730259,0.7939033,0.001715506,0.005353758,0.009040968,-0.1229974,0.1134165,0.0175463,0.9857487,-0.00195431,0.01085657,-0.0170469,0.08315044,-0.1813418,-0.001306143,0.02969803,-0.2609289,0.09367522,-2.113496,-0.05730259,0.7939033,0.001715506,0.005353758,0.009040968,-0.1229974,0.1134165,0.0175463,0.9857487,-0.00195431,0.01085657,-0.0170469,0.08315044,-0.1813418,-0.001306143,0.02969803,-0.2609289,0.09367522,-2.113496,-0.05730259,0.7939033,0.001715506,0.005353758,0.009040968,-0.1229974,0.1134165,0.0175463,0.9857487,-0.00195431,0.01085657,-0.0170469,0.08315044,-0.1813418,-0.001306143,0.02969803,-0.2609289,0.09367522,-2.113496,-0.05730259,0.7939033,False,False,False,False,False,False,True,False,0,0,0,0
0.06000137,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08903226,-0.381379,0.2290808,0.04432847,0.05782365,-0.00371312,0.9973353,-0.06363875,-0.05036391,-0.009855649,0.03378209,0.2361065,-0.1532659,0,0,0,0,0,0,0.001670322,0.005505439,0.008809858,-0.1222659,0.1157158,0.01834696,0.9855579,3.200164E-05,0.003676147,-0.01268155,0.02627766,-0.182031,-0.006909013,0.09931331,-0.3590129,0.2182628,-2.843574,-0.03445889,-0.2801371,0.001670322,0.005505439,0.008809858,-0.1222659,0.1157158,0.01834696,0.9855579,3.200164E-05,0.003676147,-0.01268155,0.02627766,-0.182031,-0.006909013,0.09931331,-0.3590129,0.2182628,-2.843574,-0.03445889,-0.2801371,0.001670322,0.005505439,0.008809858,-0.1222659,0.1157158,0.01834696,0.9855579,3.200164E-05,0.003676147,-0.01268155,0.02627766,-0.182031,-0.006909013,0.09931331,-0.3590129,0.2182628,-2.843574,-0.03445889,-0.2801371,0.001670322,0.005505439,0.008809858,-0.1222659,0.1157158,0.01834696,0.9855579,3.200164E-05,0.003676147,-0.01268155,0.02627766,-0.182031,-0.006909013,0.09931331,-0.3590129,0.2182628,-2.843574,-0.03445889,-0.2801371,False,False,False,False,False,False,True,False,0,0,0,0
0.07999802,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08813284,-0.3826447,0.22876,0.04428152,0.0557164,-0.002054057,0.9974621,-0.06705156,-0.05871734,-0.01234998,0.0307633,0.2484713,-0.1744118,0,0,0,0,0,0,0.001658915,0.005465873,0.008803179,-0.1217137,0.1166401,0.01907305,0.9855035,3.536278E-05,0.001867207,-0.01032112,0.002148777,-0.1726737,-0.02111873,0.0001680854,-0.09046219,0.118041,-1.206647,0.4679422,-0.7106051,0.001658915,0.005465873,0.008803179,-0.1217137,0.1166401,0.01907305,0.9855035,3.536278E-05,0.001867207,-0.01032112,0.002148777,-0.1726737,-0.02111873,0.0001680854,-0.09046219,0.118041,-1.206647,0.4679422,-0.7106051,0.001658915,0.005465873,0.008803179,-0.1217137,0.1166401,0.01907305,0.9855035,3.536278E-05,0.001867207,-0.01032112,0.002148777,-0.1726737,-0.02111873,0.0001680854,-0.09046219,0.118041,-1.206647,0.4679422,-0.7106051,0.001658915,0.005465873,0.008803179,-0.1217137,0.1166401,0.01907305,0.9855035,3.536278E-05,0.001867207,-0.01032112,0.002148777,-0.1726737,-0.02111873,0.0001680854,-0.09046219,0.118041,-1.206647,0.4679422,-0.7106051,False,False,False,False,False,False,True,False,0,0,0,0
0.09999847,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08656191,-0.3862358,0.2278789,0.04563277,0.05415459,0.002661986,0.9974858,-0.06343836,-0.08727914,-0.01964796,-0.01093407,0.1881106,-0.2470195,0,0,0,0,0,0,0.001707587,0.005315509,0.008928339,-0.1208049,0.1181896,0.02078366,0.9853961,0.0008015351,-0.00109384,-0.004207028,-0.03407497,-0.1537617,-0.05325579,0.03830774,-0.148049,0.3056978,-1.811146,0.9455822,-1.606816,0.001707587,0.005315509,0.008928339,-0.1208049,0.1181896,0.02078366,0.9853961,0.0008015351,-0.00109384,-0.004207028,-0.03407497,-0.1537617,-0.05325579,0.03830774,-0.148049,0.3056978,-1.811146,0.9455822,-1.606816,0.001707587,0.005315509,0.008928339,-0.1208049,0.1181896,0.02078366,0.9853961,0.0008015351,-0.00109384,-0.004207028,-0.03407497,-0.1537617,-0.05325579,0.03830774,-0.148049,0.3056978,-1.811146,0.9455822,-1.606816,0.001707587,0.005315509,0.008928339,-0.1208049,0.1181896,0.02078366,0.9853961,0.0008015351,-0.00109384,-0.004207028,-0.03407497,-0.1537617,-0.05325579,0.03830774,-0.148049,0.3056978,-1.811146,0.9455822,-1.606816,False,False,False,False,False,False,True,False,0,0,0,0
0.1199989,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08570565,-0.3883475,0.2273195,0.04582176,0.05355071,0.007092087,0.997488,-0.06255274,-0.1001885,-0.02376705,-0.006132138,0.1601623,-0.3320519,0,0,0,0,0,0,0.001743789,0.005220528,0.009065479,-0.1202032,0.1188792,0.02174446,0.985366,0.001219847,-0.002387128,-0.001059308,-0.04623267,-0.1467518,-0.06718507,0.02091514,-0.0646629,0.1573824,-0.6078711,0.3504852,-0.6964485,0.001743789,0.005220528,0.009065479,-0.1202032,0.1188792,0.02174446,0.985366,0.001219847,-0.002387128,-0.001059308,-0.04623267,-0.1467518,-0.06718507,0.02091514,-0.0646629,0.1573824,-0.6078711,0.3504852,-0.6964485,0.001743789,0.005220528,0.009065479,-0.1202032,0.1188792,0.02174446,0.985366,0.001219847,-0.002387128,-0.001059308,-0.04623267,-0.1467518,-0.06718507,0.02091514,-0.0646629,0.1573824,-0.6078711,0.3504852,-0.6964485,0.001743789,0.005220528,0.009065479,-0.1202032,0.1188792,0.02174446,0.985366,0.001219847,-0.002387128,-0.001059308,-0.04623267,-0.1467518,-0.06718507,0.02091514,-0.0646629,0.1573824,-0.6078711,0.3504852,-0.6964485,False,False,False,False,False,False,True,False,0,0,0,0
0.1399994,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08478542,-0.3909368,0.2266648,0.04626931,0.05299937,0.01319523,0.9974347,-0.06267583,-0.1175469,-0.02859686,-0.008394819,0.1346903,-0.4488072,0,0,0,0,0,0,0.001769184,0.005143503,0.009332102,-0.1195984,0.1190915,0.02243974,0.9853984,0.001544095,-0.003703933,0.002865876,-0.05908863,-0.1265669,-0.07390817,0.016212,-0.06583875,0.1962547,-0.6427832,1.009221,-0.3361469,0.001769184,0.005143503,0.009332102,-0.1195984,0.1190915,0.02243974,0.9853984,0.001544095,-0.003703933,0.002865876,-0.05908863,-0.1265669,-0.07390817,0.016212,-0.06583875,0.1962547,-0.6427832,1.009221,-0.3361469,0.001769184,0.005143503,0.009332102,-0.1195984,0.1190915,0.02243974,0.9853984,0.001544095,-0.003703933,0.002865876,-0.05908863,-0.1265669,-0.07390817,0.016212,-0.06583875,0.1962547,-0.6427832,1.009221,-0.3361469,0.001769184,0.005143503,0.009332102,-0.1195984,0.1190915,0.02243974,0.9853984,0.001544095,-0.003703933,0.002865876,-0.05908863,-0.1265669,-0.07390817,0.016212,-0.06583875,0.1962547,-0.6427832,1.009221,-0.3361469,False,False,False,False,False,False,True,False,0,0,0,0
0.1599998,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08280636,-0.397459,0.2250386,0.04781458,0.04946749,0.02558878,0.9973024,-0.06895354,-0.1626655,-0.03982769,-0.03089385,0.1687451,-0.6218892,0,0,0,0,0,0,0.001782722,0.005006043,0.009702647,-0.1183471,0.1200286,0.02355885,0.9854096,0.001273039,-0.004684798,0.006383685,-0.07256346,-0.104957,-0.07367414,-0.01355249,-0.04904214,0.1758864,-0.6737263,1.08047,0.01170087,0.001782722,0.005006043,0.009702647,-0.1183471,0.1200286,0.02355885,0.9854096,0.001273039,-0.004684798,0.006383685,-0.07256346,-0.104957,-0.07367414,-0.01355249,-0.04904214,0.1758864,-0.6737263,1.08047,0.01170087,0.001782722,0.005006043,0.009702647,-0.1183471,0.1200286,0.02355885,0.9854096,0.001273039,-0.004684798,0.006383685,-0.07256346,-0.104957,-0.07367414,-0.01355249,-0.04904214,0.1758864,-0.6737263,1.08047,0.01170087,0.001782722,0.005006043,0.009702647,-0.1183471,0.1200286,0.02355885,0.9854096,0.001273039,-0.004684798,0.006383685,-0.07256346,-0.104957,-0.07367414,-0.01355249,-0.04904214,0.1758864,-0.6737263,1.08047,0.01170087,False,False,False,False,False,False,False,False,0,0,0,0
0.1800003,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08035077,-0.4061192,0.2232641,0.05099921,0.04322045,0.03953715,0.9969794,-0.08259068,-0.2219029,-0.04795395,-0.08472378,0.2583715,-0.781427,0,0,0,0,0,0,0.001988794,0.004670393,0.01020447,-0.1162556,0.1216156,0.02241616,0.9854907,0.003665244,-0.007504682,0.01076763,-0.09825873,-0.1000333,-0.008157412,0.1196075,-0.140991,0.2191923,-1.284734,0.2461794,3.275762,0.001988794,0.004670393,0.01020447,-0.1162556,0.1216156,0.02241616,0.9854907,0.003665244,-0.007504682,0.01076763,-0.09825873,-0.1000333,-0.008157412,0.1196075,-0.140991,0.2191923,-1.284734,0.2461794,3.275762,0.001988794,0.004670393,0.01020447,-0.1162556,0.1216156,0.02241616,0.9854907,0.003665244,-0.007504682,0.01076763,-0.09825873,-0.1000333,-0.008157412,0.1196075,-0.140991,0.2191923,-1.284734,0.2461794,3.275762,0.001988794,0.004670393,0.01020447,-0.1162556,0.1216156,0.02241616,0.9854907,0.003665244,-0.007504682,0.01076763,-0.09825873,-0.1000333,-0.008157412,0.1196075,-0.140991,0.2191923,-1.284734,0.2461794,3.275762,False,False,False,False,False,False,False,False,0,0,0,0
0.2000008,0,0,-0.055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07868128,-0.4121209,0.222462,0.05333857,0.03870996,0.04979327,0.9965827,-0.09527186,-0.2684009,-0.04939437,-0.1206127,0.3265861,-0.9396097,0,0,0,0,0,0,0.002148172,0.004495222,0.01046125,-0.1150015,0.1229209,0.0214408,0.9854975,0.005819764,-0.00868935,0.01230775,-0.1120739,-0.1140532,0.03237544,0.1077235,-0.05923202,0.07700422,-0.6907446,-0.7009774,2.026597,0.002148172,0.004495222,0.01046125,-0.1150015,0.1229209,0.0214408,0.9854975,0.005819764,-0.00868935,0.01230775,-0.1120739,-0.1140532,0.03237544,0.1077235,-0.05923202,0.07700422,-0.6907446,-0.7009774,2.026597,0.002148172,0.004495222,0.01046125,-0.1150015,0.1229209,0.0214408,0.9854975,0.005819764,-0.00868935,0.01230775,-0.1120739,-0.1140532,0.03237544,0.1077235,-0.05923202,0.07700422,-0.6907446,-0.7009774,2.026597,0.002148172,0.004495222,0.01046125,-0.1150015,0.1229209,0.0214408,0.9854975,0.005819764,-0.00868935,0.01230775,-0.1120739,-0.1140532,0.03237544,0.1077235,-0.05923202,0.07700422,-0.6907446,-0.7009774,2.026597,False,False,False,False,False,False,False,False,0,0,0,0
