0.02000046,,False,False,False,False
0.04000092,,False,False,False,False
0.06000137,,False,False,False,False
0.08000183,,False,False,False,False
0.1000023,,False,False,False,False
0.1200027,,False,False,False,False
0.1400032,,False,False,False,False
0.1599998,,False,False,False,False
0.1800003,,False,False,False,False
0.2000008,,False,False,False,False
0.2200012,,False,False,False,False
0.2400017,,False,False,False,False
0.2600021,,False,False,False,False
0.2800026,,False,False,False,False
0.3000031,,False,False,False,False
0.3200035,,False,False,False,False
0.3400002,,False,False,False,False
0.3600006,,False,False,False,False
0.3800011,,False,False,False,False
0.4000015,,False,False,False,False
0.420002,,False,False,False,False
0.4400024,,False,False,False,False
0.4600029,,False,False,False,False
0.4800034,,False,False,False,False
0.5,,False,False,False,False
0.5200005,,False,False,False,False
0.5400009,,False,False,False,False
0.5600014,,False,False,False,False
0.5800018,,False,False,False,False
0.6000023,,False,False,False,False
0.6200027,,False,False,False,False
0.6400032,,False,False,False,False
0.6599998,,False,False,False,False
0.6800003,,False,False,False,False
0.7000008,,False,False,False,False
0.7200012,,False,False,False,False
0.7400017,,False,False,False,False
0.7600021,,False,False,False,False
0.7800026,,False,False,False,False
0.8000031,,False,False,False,False
0.8200035,,False,False,False,False
0.8400002,,False,False,False,False
0.8600006,,False,False,False,False
0.8800011,,False,False,False,False
0.9000015,,False,False,False,False
0.920002,,False,False,False,False
0.9400024,,False,False,False,False
0.9600029,,False,False,False,False
0.9800034,,False,False,False,False
1,,False,False,False,False
1.02,,False,False,False,False
1.040001,,False,False,False,False
1.060001,,False,False,False,False
1.080002,,False,False,False,False
1.100002,,False,False,False,False
1.120003,,False,False,False,False
1.140003,,False,False,False,False
1.16,,False,False,False,False
1.18,,False,False,False,False
1.200001,,False,False,False,False
1.220001,,False,False,False,False
1.240002,,False,False,False,False
1.260002,,False,False,False,False
1.280003,,False,False,False,False
1.300003,,False,False,False,False
1.320004,,False,False,False,False
1.34,,False,False,False,False
1.360001,,False,False,False,False
1.380001,,False,False,False,False
1.400002,,False,False,False,False
1.420002,,False,False,False,False
1.440002,,False,False,False,False
1.460003,,False,False,False,False
1.480003,,False,False,False,False
1.5,,False,False,False,False
1.52,,False,False,False,False
1.540001,,False,False,False,False
1.560001,,False,False,False,False
1.580002,,False,False,False,False
1.600002,,False,False,False,False
1.620003,,False,False,False,False
1.640003,,False,False,False,False
1.66,,False,False,False,False
1.68,,False,False,False,False
1.700001,,False,False,False,False
1.720001,,False,False,False,False
1.740002,,False,False,False,False
1.760002,,False,False,False,False
1.780003,,False,False,False,False
1.800003,,False,False,False,False
1.820004,,False,False,False,False
1.84,,False,False,False,False
1.860001,,False,False,False,False
1.880001,,False,False,False,False
1.900002,,False,False,False,False
1.920002,,False,False,False,False
1.940002,,False,False,False,False
1.960003,,False,False,False,False
1.980003,,False,False,False,False
2,,False,False,False,False
2.02,,False,False,False,False
2.040001,,False,False,False,False
2.060001,,False,False,False,False
2.080002,,False,False,False,False
2.100002,,False,False,False,False
2.120003,,False,False,False,False
2.140003,,False,False,False,False
2.16,,False,False,False,False
2.18,,False,False,False,False
2.200001,,False,False,False,False
2.220001,,False,False,False,False
2.240002,,False,False,False,False
2.260002,,False,False,False,False
2.280003,,False,False,False,False
2.300003,,False,False,False,False
2.320004,,False,False,False,False
2.34,,False,False,False,False
2.360001,,False,False,False,False
2.380001,,False,False,False,False
2.400002,,False,False,False,False
2.420002,,False,False,False,False
2.440002,,False,False,False,False
2.460003,,False,False,False,False
2.480003,,False,False,False,False
2.5,,False,False,False,False
2.52,,False,False,False,False
2.540001,,False,False,False,False
2.560001,,False,False,False,False
2.580002,,False,False,False,False
2.600002,,False,False,False,False
2.620003,,False,False,False,False
2.640003,,False,False,False,False
2.66,,False,False,False,False
2.68,,False,False,False,False
2.700001,,False,False,False,False
2.720001,,False,False,False,False
2.740002,,False,False,False,False
2.760002,,False,False,False,False
2.780003,,False,False,False,False
2.800003,,False,False,False,False
2.820004,,False,False,False,False
2.84,,False,False,False,False
2.860001,,False,False,False,False
2.880001,,False,False,False,False
2.900002,,False,False,False,False
2.920002,,False,False,False,False
2.940002,,False,False,False,False
2.960003,,False,False,False,False
2.980003,,False,False,False,False
3,,False,False,False,False
3.02,,False,False,False,False
3.040001,,False,False,False,False
3.060001,,False,False,False,False
3.080002,,False,False,False,False
3.100002,,False,False,False,False
3.120003,,False,False,False,False
3.140003,,False,False,False,False
3.16,,False,False,False,False
3.18,,False,False,False,False
3.200001,,False,False,False,False
3.220001,,False,False,False,False
3.240002,,False,False,False,False
3.260002,,False,False,False,False
3.280003,,False,False,False,False
3.300003,,False,False,False,False
3.320004,,False,False,False,False
3.34,,False,False,False,False
3.360001,,False,False,False,False
3.380001,,False,False,False,False
